"First Name","Last Name","Email Address","Course","Activity","Activity Date"
"Student317","Student317","student317.student317@collin.edu","COSC245317","Submitted Test","05-24-2024"
"Student318","Student318","student318.student318@collin.edu","COSC245318","Submitted Test","05-24-2024"
"Student319","Student319","student319.student319@collin.edu","COSC245319","Submitted Test","05-24-2024"
"Student320","Student320","student320.student320@collin.edu","COSC245320","Submitted Test","05-24-2024"
"Student321","Student321","student321.student321@collin.edu","COSC245321","Submitted Test","05-24-2024"
"Student322","Student322","student322.student322@collin.edu","COSC245322","Submitted Test","05-24-2024"
"Student323","Student323","student323.student323@collin.edu","COSC245323","Submitted Test","05-24-2024"
"Student324","Student324","student324.student324@collin.edu","COSC245324","Submitted Test","05-24-2024"
"Student325","Student325","student325.student325@collin.edu","COSC245325","Submitted Test","05-24-2024"
"Student326","Student326","student326.student326@collin.edu","COSC245326","Submitted Test","05-24-2024"
"Student327","Student327","student327.student327@collin.edu","COSC245327","Submitted Test","05-24-2024"
"Student328","Student328","student328.student328@collin.edu","COSC245328","Submitted Test","05-24-2024"
"Student329","Student329","student329.student329@collin.edu","COSC245329","Submitted Test","05-24-2024"
"Student330","Student330","student330.student330@collin.edu","COSC245330","Submitted Test","05-24-2024"
"Student331","Student331","student331.student331@collin.edu","COSC245331","Submitted Test","05-24-2024"
"Student332","Student332","student332.student332@collin.edu","COSC245332","Submitted Test","05-24-2024"
"Student333","Student333","student333.student333@collin.edu","COSC245333","Submitted Test","05-24-2024"
"Student334","Student334","student334.student334@collin.edu","COSC245334","Submitted Test","05-24-2024"
"Student335","Student335","student335.student335@collin.edu","COSC245335","Submitted Test","05-24-2024"
"Student336","Student336","student336.student336@collin.edu","COSC245336","Submitted Test","05-24-2024"
"Student337","Student337","student337.student337@collin.edu","COSC245337","Submitted Test","05-24-2024"
"Student338","Student338","student338.student338@collin.edu","COSC245338","Submitted Test","05-24-2024"
"Student339","Student339","student339.student339@collin.edu","COSC245339","Submitted Test","05-24-2024"
"Student340","Student340","student340.student340@collin.edu","COSC245340","Submitted Test","05-24-2024"
"Student341","Student341","student341.student341@collin.edu","COSC245341","Submitted Test","05-24-2024"
"Student342","Student342","student342.student342@collin.edu","COSC245342","Submitted Test","05-24-2024"
"Student343","Student343","student343.student343@collin.edu","COSC245343","Submitted Test","05-24-2024"
"Student344","Student344","student344.student344@collin.edu","COSC245344","Submitted Test","05-24-2024"
"Student345","Student345","student345.student345@collin.edu","COSC245345","Submitted Test","05-24-2024"
"Student346","Student346","student346.student346@collin.edu","COSC245346","Submitted Test","05-24-2024"
"Student347","Student347","student347.student347@collin.edu","COSC245347","Submitted Test","05-24-2024"
"Student348","Student348","student348.student348@collin.edu","COSC245348","Submitted Test","05-24-2024"
"Student349","Student349","student349.student349@collin.edu","COSC245349","Submitted Test","05-24-2024"
"Student350","Student350","student350.student350@collin.edu","COSC245350","Submitted Test","05-24-2024"
"Student351","Student351","student351.student351@collin.edu","COSC245351","Submitted Test","05-24-2024"
"Student352","Student352","student352.student352@collin.edu","COSC245352","Submitted Test","05-24-2024"
"Student353","Student353","student353.student353@collin.edu","COSC245353","Checked Grades","05-24-2024"
"Student354","Student354","student354.student354@collin.edu","COSC245354","Checked Grades","05-24-2024"
"Student355","Student355","student355.student355@collin.edu","COSC245355","Checked Grades","05-24-2024"
"Student356","Student356","student356.student356@collin.edu","COSC245356","Checked Grades","05-24-2024"
"Student357","Student357","student357.student357@collin.edu","COSC245357","Checked Grades","05-24-2024"
"Student358","Student358","student358.student358@collin.edu","COSC245358","Checked Grades","05-24-2024"
"Student359","Student359","student359.student359@collin.edu","COSC245359","Checked Grades","05-24-2024"
"Student360","Student360","student360.student360@collin.edu","COSC245360","Checked Grades","05-24-2024"
"Student361","Student361","student361.student361@collin.edu","COSC245361","Checked Grades","05-24-2024"
"Student362","Student362","student362.student362@collin.edu","COSC245362","Checked Grades","05-24-2024"
"Student363","Student363","student363.student363@collin.edu","COSC245363","Checked Grades","05-24-2024"
"Student364","Student364","student364.student364@collin.edu","COSC245364","Checked Grades","05-24-2024"
"Student365","Student365","student365.student365@collin.edu","COSC245365","Checked Grades","05-24-2024"
"Student366","Student366","student366.student366@collin.edu","COSC245366","Checked Grades","05-24-2024"
"Student367","Student367","student367.student367@collin.edu","COSC245367","Checked Grades","05-24-2024"
"Student368","Student368","student368.student368@collin.edu","COSC245368","Checked Grades","05-24-2024"
"Student369","Student369","student369.student369@collin.edu","COSC245369","Checked Grades","05-24-2024"
"Student370","Student370","student370.student370@collin.edu","COSC245370","Checked Grades","05-24-2024"
"Student371","Student371","student371.student371@collin.edu","COSC245371","Checked Grades","05-24-2024"
"Student372","Student372","student372.student372@collin.edu","COSC245372","Checked Grades","05-24-2024"
"Student373","Student373","student373.student373@collin.edu","COSC245373","Checked Grades","05-24-2024"
"Student374","Student374","student374.student374@collin.edu","COSC245374","Checked Grades","05-24-2024"
"Student375","Student375","student375.student375@collin.edu","COSC245375","Checked Grades","05-24-2024"
"Student376","Student376","student376.student376@collin.edu","COSC245376","Checked Grades","05-24-2024"
"Student377","Student377","student377.student377@collin.edu","COSC245377","Checked Grades","05-24-2024"
"Student378","Student378","student378.student378@collin.edu","COSC245378","Checked Grades","05-24-2024"
"Student379","Student379","student379.student379@collin.edu","COSC245379","Checked Grades","05-24-2024"
"Student380","Student380","student380.student380@collin.edu","COSC245380","Checked Grades","05-24-2024"
"Student381","Student381","student381.student381@collin.edu","COSC245381","Checked Grades","05-24-2024"
"Student382","Student382","student382.student382@collin.edu","COSC245382","Checked Grades","05-24-2024"
"Student383","Student383","student383.student383@collin.edu","COSC245383","Checked Grades","05-24-2024"
"Student384","Student384","student384.student384@collin.edu","COSC245384","Checked Grades","05-24-2024"
"Student385","Student385","student385.student385@collin.edu","COSC245385","Checked Grades","05-24-2024"
"Student386","Student386","student386.student386@collin.edu","COSC245386","Checked Grades","05-24-2024"
"Student387","Student387","student387.student387@collin.edu","COSC245387","Checked Grades","05-24-2024"
"Student388","Student388","student388.student388@collin.edu","COSC245388","Checked Grades","05-24-2024"
"Student389","Student389","student389.student389@collin.edu","COSC245389","Checked Grades","05-24-2024"
"Student390","Student390","student390.student390@collin.edu","COSC245390","Checked Grades","05-24-2024"
"Student391","Student391","student391.student391@collin.edu","COSC245391","Checked Grades","05-24-2024"
"Student392","Student392","student392.student392@collin.edu","COSC245392","Checked Grades","05-24-2024"
"Student393","Student393","student393.student393@collin.edu","COSC245393","Checked Grades","05-24-2024"
"Student394","Student394","student394.student394@collin.edu","COSC245394","Checked Grades","05-24-2024"
"Student395","Student395","student395.student395@collin.edu","COSC245395","Checked Grades","05-24-2024"
"Student396","Student396","student396.student396@collin.edu","COSC245396","Checked Grades","05-24-2024"
"Student397","Student397","student397.student397@collin.edu","COSC245397","Checked Grades","05-24-2024"
"Student398","Student398","student398.student398@collin.edu","COSC245398","Checked Grades","05-24-2024"
"Student399","Student399","student399.student399@collin.edu","COSC245399","Checked Grades","05-24-2024"
"Student400","Student400","student400.student400@collin.edu","COSC245400","Checked Grades","05-24-2024"
"Student401","Student401","student401.student401@collin.edu","COSC245401","Checked Grades","05-24-2024"
"Student402","Student402","student402.student402@collin.edu","COSC245402","Checked Grades","05-24-2024"
"Student403","Student403","student403.student403@collin.edu","COSC245403","Checked Grades","05-24-2024"
"Student404","Student404","student404.student404@collin.edu","COSC245404","Checked Grades","05-24-2024"
"Student405","Student405","student405.student405@collin.edu","COSC245405","Checked Grades","05-24-2024"
"Student406","Student406","student406.student406@collin.edu","COSC245406","Checked Grades","05-24-2024"
"Student407","Student407","student407.student407@collin.edu","COSC245407","Checked Grades","05-24-2024"
"Student408","Student408","student408.student408@collin.edu","COSC245408","Checked Grades","05-24-2024"
"Student409","Student409","student409.student409@collin.edu","COSC245409","Checked Grades","05-24-2024"
"Student410","Student410","student410.student410@collin.edu","COSC245410","Checked Grades","05-24-2024"
"Student411","Student411","student411.student411@collin.edu","COSC245411","Checked Grades","05-24-2024"
"Student412","Student412","student412.student412@collin.edu","COSC245412","Checked Grades","05-24-2024"
"Student413","Student413","student413.student413@collin.edu","COSC245413","Checked Grades","05-24-2024"
"Student414","Student414","student414.student414@collin.edu","COSC245414","Checked Grades","05-24-2024"
"Student415","Student415","student415.student415@collin.edu","COSC245415","Checked Grades","05-24-2024"
"Student416","Student416","student416.student416@collin.edu","COSC245416","Checked Grades","05-24-2024"
"Student417","Student417","student417.student417@collin.edu","COSC245417","Checked Grades","05-24-2024"
"Student418","Student418","student418.student418@collin.edu","COSC245418","Checked Grades","05-24-2024"
"Student419","Student419","student419.student419@collin.edu","COSC245419","Checked Grades","05-24-2024"
"Student420","Student420","student420.student420@collin.edu","COSC245420","Checked Grades","05-24-2024"
"Student421","Student421","student421.student421@collin.edu","COSC245421","Checked Grades","05-24-2024"
"Student422","Student422","student422.student422@collin.edu","COSC245422","Checked Grades","05-24-2024"
"Student423","Student423","student423.student423@collin.edu","COSC245423","Checked Grades","05-24-2024"
"Student424","Student424","student424.student424@collin.edu","COSC245424","Checked Grades","05-24-2024"
"Student425","Student425","student425.student425@collin.edu","COSC245425","Checked Grades","05-24-2024"
"Student426","Student426","student426.student426@collin.edu","COSC245426","Checked Grades","05-24-2024"
"Student427","Student427","student427.student427@collin.edu","COSC245427","Checked Grades","05-24-2024"
"Student428","Student428","student428.student428@collin.edu","COSC245428","Checked Grades","05-24-2024"
"Student429","Student429","student429.student429@collin.edu","COSC245429","Checked Grades","05-24-2024"
"Student430","Student430","student430.student430@collin.edu","COSC245430","Checked Grades","05-24-2024"
"Student431","Student431","student431.student431@collin.edu","COSC245431","Checked Grades","05-24-2024"
"Student432","Student432","student432.student432@collin.edu","COSC245432","Checked Grades","05-24-2024"
"Student433","Student433","student433.student433@collin.edu","COSC245433","Checked Grades","05-24-2024"
"Student434","Student434","student434.student434@collin.edu","COSC245434","Checked Grades","05-24-2024"
"Student435","Student435","student435.student435@collin.edu","COSC245435","Checked Grades","05-24-2024"
"Student436","Student436","student436.student436@collin.edu","COSC245436","Checked Grades","05-24-2024"
"Student437","Student437","student437.student437@collin.edu","COSC245437","Checked Grades","05-24-2024"
"Student438","Student438","student438.student438@collin.edu","COSC245438","Checked Grades","05-24-2024"
"Student439","Student439","student439.student439@collin.edu","COSC245439","Checked Grades","05-24-2024"
"Student440","Student440","student440.student440@collin.edu","COSC245440","Checked Grades","05-24-2024"
"Student441","Student441","student441.student441@collin.edu","COSC245441","Checked Grades","05-24-2024"
"Student442","Student442","student442.student442@collin.edu","COSC245442","Checked Grades","05-24-2024"
"Student443","Student443","student443.student443@collin.edu","COSC245443","Checked Grades","05-24-2024"
"Student444","Student444","student444.student444@collin.edu","COSC245444","Checked Grades","05-24-2024"
"Student445","Student445","student445.student445@collin.edu","COSC245445","Checked Grades","05-24-2024"
"Student446","Student446","student446.student446@collin.edu","COSC245446","Checked Grades","05-24-2024"
"Student447","Student447","student447.student447@collin.edu","COSC245447","Checked Grades","05-24-2024"
"Student448","Student448","student448.student448@collin.edu","COSC245448","Checked Grades","05-24-2024"
"Student449","Student449","student449.student449@collin.edu","COSC245449","Checked Grades","05-24-2024"
"Student450","Student450","student450.student450@collin.edu","COSC245450","Checked Grades","05-24-2024"
"Student451","Student451","student451.student451@collin.edu","COSC245451","Checked Grades","05-24-2024"
"Student452","Student452","student452.student452@collin.edu","COSC245452","Checked Grades","05-24-2024"
"Student453","Student453","student453.student453@collin.edu","COSC245453","Checked Grades","05-24-2024"
"Student454","Student454","student454.student454@collin.edu","COSC245454","Checked Grades","05-24-2024"
"Student455","Student455","student455.student455@collin.edu","COSC245455","Checked Grades","05-24-2024"
"Student456","Student456","student456.student456@collin.edu","COSC245456","Checked Grades","05-24-2024"
"Student457","Student457","student457.student457@collin.edu","COSC245457","Checked Grades","05-24-2024"
"Student458","Student458","student458.student458@collin.edu","COSC245458","Checked Grades","05-24-2024"
"Student459","Student459","student459.student459@collin.edu","COSC245459","Checked Grades","05-24-2024"
"Student460","Student460","student460.student460@collin.edu","COSC245460","Checked Grades","05-24-2024"
"Student461","Student461","student461.student461@collin.edu","COSC245461","Checked Grades","05-24-2024"
"Student462","Student462","student462.student462@collin.edu","COSC245462","Checked Grades","05-24-2024"
"Student463","Student463","student463.student463@collin.edu","COSC245463","Checked Grades","05-24-2024"
"Student464","Student464","student464.student464@collin.edu","COSC245464","Checked Grades","05-24-2024"
"Student465","Student465","student465.student465@collin.edu","COSC245465","Checked Grades","05-24-2024"
"Student466","Student466","student466.student466@collin.edu","COSC245466","Checked Grades","05-24-2024"
"Student467","Student467","student467.student467@collin.edu","COSC245467","Checked Grades","05-24-2024"
"Student468","Student468","student468.student468@collin.edu","COSC245468","Checked Grades","05-24-2024"
"Student469","Student469","student469.student469@collin.edu","COSC245469","Checked Grades","05-24-2024"
"Student470","Student470","student470.student470@collin.edu","COSC245470","Checked Grades","05-24-2024"
"Student471","Student471","student471.student471@collin.edu","COSC245471","Checked Grades","05-24-2024"
"Student472","Student472","student472.student472@collin.edu","COSC245472","Checked Grades","05-24-2024"
"Student473","Student473","student473.student473@collin.edu","COSC245473","Checked Grades","05-24-2024"
"Student474","Student474","student474.student474@collin.edu","COSC245474","Checked Grades","05-24-2024"
"Student475","Student475","student475.student475@collin.edu","COSC245475","Checked Grades","05-24-2024"
"Student476","Student476","student476.student476@collin.edu","COSC245476","Checked Grades","05-24-2024"
"Student477","Student477","student477.student477@collin.edu","COSC245477","Checked Grades","05-24-2024"
"Student478","Student478","student478.student478@collin.edu","COSC245478","Checked Grades","05-24-2024"
"Student479","Student479","student479.student479@collin.edu","COSC245479","Checked Grades","05-24-2024"
"Student480","Student480","student480.student480@collin.edu","COSC245480","Checked Grades","05-24-2024"
"Student481","Student481","student481.student481@collin.edu","COSC245481","Checked Grades","05-24-2024"
"Student482","Student482","student482.student482@collin.edu","COSC245482","Checked Grades","05-24-2024"
"Student483","Student483","student483.student483@collin.edu","COSC245483","Checked Grades","05-24-2024"
"Student484","Student484","student484.student484@collin.edu","COSC245484","Checked Grades","05-24-2024"
"Student485","Student485","student485.student485@collin.edu","COSC245485","Checked Grades","05-24-2024"
"Student486","Student486","student486.student486@collin.edu","COSC245486","Checked Grades","05-24-2024"
"Student487","Student487","student487.student487@collin.edu","COSC245487","Checked Grades","05-24-2024"
"Student488","Student488","student488.student488@collin.edu","COSC245488","Checked Grades","05-24-2024"
"Student489","Student489","student489.student489@collin.edu","COSC245489","Checked Grades","05-24-2024"
"Student490","Student490","student490.student490@collin.edu","COSC245490","Checked Grades","05-24-2024"
"Student491","Student491","student491.student491@collin.edu","COSC245491","Checked Grades","05-24-2024"
"Student492","Student492","student492.student492@collin.edu","COSC245492","Checked Grades","05-24-2024"
"Student493","Student493","student493.student493@collin.edu","COSC245493","Checked Grades","05-24-2024"
"Student494","Student494","student494.student494@collin.edu","COSC245494","Checked Grades","05-24-2024"
"Student495","Student495","student495.student495@collin.edu","COSC245495","Checked Grades","05-24-2024"
"Student496","Student496","student496.student496@collin.edu","COSC245496","Checked Grades","05-24-2024"
"Student497","Student497","student497.student497@collin.edu","COSC245497","Checked Grades","05-24-2024"
"Student498","Student498","student498.student498@collin.edu","COSC245498","Checked Grades","05-24-2024"
"Student499","Student499","student499.student499@collin.edu","COSC245499","Checked Grades","05-24-2024"
"Student500","Student500","student500.student500@collin.edu","COSC245500","Checked Grades","05-24-2024"
